,OBJECTID,Shape_Leng,Shape_Area,zone,LocationID,borough,latitude,longitude,zipcode
68,69,0.0789896450483,0.00019905160381,East Concourse/Concourse Village,69,Bronx,40.83060601610417,-73.91616768323327,10456
69,70,0.0638403183367,0.000195458476728,East Elmhurst,70,Queens,40.764190708061136,-73.86543993416028,11369
70,71,0.0931694551828,0.000382572587364,East Flatbush/Farragut,71,Brooklyn,40.644187230944894,-73.93707471913244,11203
71,72,0.0952020695166,0.000323532461947,East Flatbush/Remsen Village,72,Brooklyn,40.65265005396983,-73.92023427688835,11236
72,73,0.0853020209129,0.000291799754395,East Flushing,73,Queens,40.75376974805714,-73.8077109074101,11358
73,74,0.11029093625,0.000295038418204,East Harlem North,74,Manhattan,40.80561328542312,-73.93740476037416,10035
74,75,0.0876638997685,0.00024056392715,East Harlem South,75,Manhattan,40.79047880983552,-73.94541491745656,10029
75,76,0.241203016269,0.00126660143241,East New York,76,Brooklyn,40.658825172371856,-73.88256704072369,11207
76,77,0.075461081444,0.000191917981315,East New York/Pennsylvania Avenue,77,Brooklyn,40.667143776405915,-73.89266829860459,11207
77,78,0.0935944495806,0.000191114419551,East Tremont,78,Bronx,40.84606230876605,-73.88202178031946,10460
78,79,0.0426249113144,0.000107893068218,East Village,79,Manhattan,40.727953686977045,-73.98531513309665,10003
79,80,0.117212621448,0.00040732245622,East Williamsburg,80,Brooklyn,40.71445006634627,-73.93711249726206,11211
80,81,0.197592771731,0.00039956655019,Eastchester,81,Bronx,40.87739429522658,-73.82332624622698,10475
81,82,0.119875649697,0.000323601079994,Elmhurst,82,Queens,40.7384750605044,-73.87811290468368,11373
82,83,0.105984933269,0.000217463718718,Elmhurst/Maspeth,83,Queens,40.740163399388905,-73.89387458870331,11377
83,84,0.233623987032,0.00207375572052,Eltingville/Annadale/Prince's Bay,84,Staten Island,40.532023984716275,-74.19046128168661,10312
84,85,0.0574751473562,0.000143637804933,Erasmus,85,Brooklyn,40.64700889112937,-73.95220965266294,11226
85,86,0.134245282582,0.000623278815249,Far Rockaway,86,Queens,40.60257135564641,-73.75590395846024,11691
86,87,0.0369015496117,6.72050210692e-05,Financial District North,87,Manhattan,40.70665880355083,-74.0072389625047,10038
87,88,0.0352046035327,5.72999455414e-05,Financial District South,88,Manhattan,40.70327966853385,-74.01101072209408,10004
88,89,0.122794569553,0.000447548142373,Flatbush/Ditmas Park,89,Brooklyn,40.640803580343324,-73.96065378984527,11226
89,90,0.0307591620819,5.53132476305e-05,Flatiron,90,Manhattan,40.742282997333575,-73.99697141070173,10011
90,91,0.124996624585,0.000537330013243,Flatlands,91,Brooklyn,40.627953259462636,-73.93210808365768,11234
91,92,0.117830066799,0.000374946617289,Flushing,92,Queens,40.764359910582776,-73.82739320571693,11362
92,93,0.170998027597,0.000594278183978,Flushing Meadows-Corona Park,93,Queens,40.73919972200009,-73.83917409870772,11367
93,94,0.0498326083147,6.25819407393e-05,Fordham South,94,Bronx,40.85833037944795,-73.89836197991809,10458
94,95,0.113629605476,0.00057277033803,Forest Hills,95,Queens,40.72269538208136,-73.84591152612717,11375
95,96,0.185180248095,0.000547566253402,Forest Park/Highland Park,96,Queens,40.695782560757316,-73.86939014704775,11421
96,97,0.0624760147423,0.000163303970435,Fort Greene,97,Brooklyn,40.69012637922412,-73.97619514474306,11221
97,98,0.121661018278,0.000485773020954,Fresh Meadows,98,Queens,40.73406939816184,-73.77659555545212,11366
98,99,0.1833714893,0.00121016463877,Freshkills Park,99,Staten Island,40.57942085307101,-74.18839085732925,10311
99,100,0.0248131090342,3.74700210291e-05,Garment District,100,Manhattan,40.75351008701408,-73.988790956546,10018
100,101,0.101709836277,0.000452342528877,Glen Oaks,101,Queens,40.74353860213266,-73.71448463202205,11004
101,102,0.136900484646,0.000296595466345,Glendale,102,Queens,40.702663927252694,-73.8762679664206,11385
102,103,0.0143055167343,6.33056361314e-06,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,40.689819464504794,-74.04514159353381,"{'neighbourhood': 'Manhattan Community Board 1', 'suburb': 'Manhattan', 'county': 'New York County', 'city': 'City of New York', 'state': 'New York', 'ISO3166-2-lvl4': 'US-NY', 'country': 'United States', 'country_code': 'us'}"
102,103,0.0143055167343,6.33056361314e-06,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,40.69867184431501,-74.04069250330504,07302
102,103,0.0143055167343,6.33056361314e-06,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,40.688135356380926,-74.01918941324507,10004
103,104,0.0212208330928,1.19205339715e-05,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,40.689819464504794,-74.04514159353381,"{'neighbourhood': 'Manhattan Community Board 1', 'suburb': 'Manhattan', 'county': 'New York County', 'city': 'City of New York', 'state': 'New York', 'ISO3166-2-lvl4': 'US-NY', 'country': 'United States', 'country_code': 'us'}"
103,104,0.0212208330928,1.19205339715e-05,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,40.69867184431501,-74.04069250330504,07302
103,104,0.0212208330928,1.19205339715e-05,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,40.688135356380926,-74.01918941324507,10004
104,105,0.0774253398314,0.000368636392805,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,40.689819464504794,-74.04514159353381,"{'neighbourhood': 'Manhattan Community Board 1', 'suburb': 'Manhattan', 'county': 'New York County', 'city': 'City of New York', 'state': 'New York', 'ISO3166-2-lvl4': 'US-NY', 'country': 'United States', 'country_code': 'us'}"
104,105,0.0774253398314,0.000368636392805,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,40.69867184431501,-74.04069250330504,07302
104,105,0.0774253398314,0.000368636392805,Governor's Island/Ellis Island/Liberty Island,103,Manhattan,40.688135356380926,-74.01918941324507,10004
105,106,0.0492110119798,0.000113616826567,Gowanus,106,Brooklyn,40.67325801987311,-73.99018846511946,11215
106,107,0.0380413645908,7.46112192675e-05,Gramercy,107,Manhattan,40.73733753030077,-73.98401556048022,10010
107,108,0.11117141227,0.000352866009465,Gravesend,108,Brooklyn,40.58891733444415,-73.98281706359892,11223
108,109,0.178267819599,0.00116960076185,Great Kills,109,Staten Island,40.54909587378896,-74.15073694792966,10308
109,110,0.103946292913,0.000525745098785,Great Kills Park,110,Staten Island,40.543294401812354,-74.12701095260066,10308
110,111,0.0599308800658,0.000208683276503,Green-Wood Cemetery,111,Brooklyn,40.65189436056767,-73.99121725446571,11232
111,112,0.107267875765,0.000462068671429,Greenpoint,112,Brooklyn,40.728790329580285,-73.94817917085089,11222
112,113,0.032745350566,5.79634566998e-05,Greenwich Village North,113,Manhattan,40.73222524862839,-73.99496764762726,10003
113,114,0.0317270347711,4.70207704945e-05,Greenwich Village South,114,Manhattan,40.728532928663896,-73.99718270855969,10012
114,115,0.116169413964,0.000373168991958,Grymes Hill/Clifton,115,Staten Island,40.6201202245938,-74.08732468086055,10304
115,116,0.0681164844265,0.000260415337217,Hamilton Heights,116,Manhattan,40.82764307424762,-73.94909777742556,10031
116,117,0.169885857987,0.00090429427072,Hammels/Arverne,117,Queens,40.59608315357857,-73.79020366103762,11692
117,118,0.243966217692,0.00182693922711,Heartland Village/Todt Hill,118,Staten Island,40.58567488593259,-74.13021307778571,10306
118,119,0.0835070355744,0.000185779447534,Highbridge,119,Bronx,40.83677034836123,-73.92489620142155,10452
119,120,0.0832612702158,9.31462821313e-05,Highbridge Park,120,Manhattan,40.84598855445909,-73.93120742462821,10033
120,121,0.0969153373445,0.000384563286473,Hillcrest/Pomonok,121,Queens,40.72738404895306,-73.80275496202051,11366
121,122,0.0665318439446,0.000226597104976,Hollis,122,Queens,40.71095622104045,-73.76119404281654,11423
122,123,0.0834211389387,0.000296445173366,Homecrest,123,Brooklyn,40.59992884239058,-73.9645349944926,11223
123,124,0.127724410062,0.000754837821479,Howard Beach,124,Queens,40.6595638084565,-73.84476568881556,11414
124,125,0.0497322121757,7.64293209892e-05,Hudson Sq,125,Manhattan,40.725468411521476,-74.00867644681539,10013
125,126,0.12994872606,0.0007032738273,Hunts Point,126,Bronx,40.81392198107554,-73.88558381080202,10474
126,127,0.0600188855815,0.000163195647796,Inwood,127,Manhattan,40.86446078848149,-73.91958171469814,10034
127,128,0.0702090290681,0.000207405982869,Inwood Hill Park,128,Manhattan,40.87285050167212,-73.92187327301203,10034
128,129,0.0932727273403,0.00047398833179,Jackson Heights,129,Queens,40.75917530591671,-73.88463133085166,11370
129,130,0.142028320665,0.000468322514327,Jamaica,130,Queens,40.703286652596866,-73.79242174205773,11433
130,131,0.116547120922,0.000423696152789,Jamaica Estates,131,Queens,40.720428781944655,-73.77297484023012,11423
131,132,0.24547851707,0.00203830095472,JFK Airport,132,Queens,40.64268611362545,-73.78964352632623,11430
132,133,0.065134863162,0.000157188987507,Kensington,133,Brooklyn,40.639401166319814,-73.97819406804933,11218
133,134,0.0695878223284,0.000202375182143,Kew Gardens,134,Queens,40.70869132350198,-73.82975428344565,11415
134,135,0.121793045659,0.000467912240542,Kew Gardens Hills,135,Queens,40.729519919074306,-73.82081970552255,11367
135,136,0.0906287154122,0.000148524994129,Kingsbridge Heights,136,Bronx,40.86536240085513,-73.905395062517,10468
136,137,0.0461076242707,0.000116455098947,Kips Bay,137,Manhattan,40.740336047657294,-73.97717256218982,10016
137,138,0.107466933508,0.000536797294367,LaGuardia Airport,138,Queens,40.77485964421261,-73.87343718740672,11371
138,139,0.0932997884483,0.000446669880154,Laurelton,139,Queens,40.6778520049645,-73.74375551119886,11413
139,140,0.0475842911325,0.000114203907779,Lenox Hill East,140,Manhattan,40.765304816822606,-73.95472801896472,10065
140,141,0.0415144638712,7.66545579019e-05,Lenox Hill West,141,Manhattan,40.76695153680257,-73.95963482610853,10021
141,142,0.0381758942321,7.56537920738e-05,Lincoln Square East,142,Manhattan,40.7736586753138,-73.98153054861096,10025
142,143,0.0541798538849,0.00015109426901,Lincoln Square West,143,Manhattan,40.775785457763675,-73.98845769741143,10069
143,144,0.0276201668505,4.74789670369e-05,Little Italy/NoLiTa,144,Manhattan,40.72083181679464,-73.99724384665862,10012
144,145,0.114313844981,0.000346641733797,Long Island City/Hunters Point,145,Queens,40.74658220700945,-73.9496274835847,11101
145,146,0.0471405215717,0.000104638923425,Long Island City/Queens Plaza,146,Queens,40.754397991406876,-73.93410370226314,11101
146,147,0.0587654949268,0.000106418172757,Longwood,147,Bronx,40.81906409144857,-73.89864769290288,10459
147,148,0.0391305015633,6.97489921327e-05,Lower East Side,148,Manhattan,40.71910141767593,-73.99066435660109,10002
148,149,0.0836805821837,0.000270639618955,Madison,149,Brooklyn,40.606327317775175,-73.94642697357453,11229
149,150,0.089331491183,0.000332568036088,Manhattan Beach,150,Brooklyn,40.58046459287603,-73.94518068282902,11235
150,151,0.0548899410999,0.000128848901918,Manhattan Valley,151,Manhattan,40.79785911798938,-73.9682221702727,10025
151,152,0.0579094768782,0.000146637644064,Manhattanville,152,Manhattan,40.81751870056889,-73.95405635161538,10027
152,153,0.024737239022,3.24684964817e-05,Marble Hill,153,Manhattan,40.875598937678056,-73.9112258584905,10463
153,154,0.22733157076,0.00178968692433,Marine Park/Floyd Bennett Field,154,Brooklyn,40.593129204231296,-73.90822017476559,11234
154,155,0.169808473032,0.000868261018498,Marine Park/Mill Basin,155,Brooklyn,40.61779984125637,-73.91725605006323,11234
155,156,0.144476890476,0.0010521217443,Mariners Harbor,156,Staten Island,40.628759330000726,-74.16932299229812,10303
156,157,0.131300217777,0.000354370128323,Maspeth,157,Queens,40.72402889859418,-73.90559522489463,11378
157,158,0.0548099905515,0.000185568253002,Meatpacking/West Village West,158,Manhattan,40.73529529739826,-74.00977491304448,10014
158,159,0.064363233206,0.00017124910387,Melrose South,159,Bronx,40.81833723231163,-73.91396034276366,10455
159,160,0.14151914297,0.000571234977994,Middle Village,160,Queens,40.71856709476171,-73.88219192348444,11379
160,161,0.0358039100611,7.19130682992e-05,Midtown Center,161,Manhattan,40.758030251008876,-73.97768040780055,10111
161,162,0.0352698146219,4.78936962112e-05,Midtown East,162,Manhattan,40.75684008783511,-73.97247102803118,10022
162,163,0.0341768669752,4.08567804196e-05,Midtown North,163,Manhattan,40.764386840083915,-73.97704100883783,10019
163,164,0.0357716119908,5.56318237441e-05,Midtown South,164,Manhattan,40.74908359612632,-73.98568367069468,10001
164,165,0.088608036213,0.000353959317019,Midwood,165,Brooklyn,40.620073251813494,-73.95794402855306,11210
165,166,0.0688237542871,0.000255276270405,Morningside Heights,166,Manhattan,40.80962164629876,-73.96160427930977,10027
166,167,0.0908159737292,0.000167529391193,Morrisania/Melrose,167,Bronx,40.82798779485244,-73.90139128091434,10456
167,168,0.114517434155,0.000547058100444,Mott Haven/Port Morris,168,Bronx,40.807100674292506,-73.91466716905246,10454
168,169,0.0601046580332,0.000146027537733,Mount Hope,169,Bronx,40.84922870469356,-73.90625477877008,10453
169,170,0.0457690091051,7.43150675972e-05,Murray Hill,170,Manhattan,40.74772480011356,-73.97764803165889,10016
170,171,0.107353876244,0.000520099538161,Murray Hill-Queens,171,Queens,40.76865786576351,-73.8084327437963,11354
171,172,0.118476116148,0.000658402501406,New Dorp/Midland Beach,172,Staten Island,40.5724405027105,-74.10493211336883,10306
172,173,0.0600639661414,0.000178329851357,North Corona,173,Queens,40.75163926593024,-73.86340051006394,11368
173,174,0.0678177559602,0.000155928664422,Norwood,174,Bronx,40.87685305674994,-73.87874502549676,10467
