,OBJECTID,Shape_Leng,Shape_Area,zone,LocationID,borough,latitude,longitude,zipcode
174,175,0.134897665102,0.000504920726134,Oakland Gardens,175,Queens,40.7432970879692,-73.75394465101964,11364
175,176,0.151995190703,0.000657782126267,Oakwood,176,Staten Island,40.562072591258776,-74.12215228813189,10306
176,177,0.0715805407056,0.000198894762248,Ocean Hill,177,Brooklyn,40.67714873739985,-73.911393404933,11233
177,178,0.0682528770739,0.000175805409143,Ocean Parkway South,178,Brooklyn,40.61763563424991,-73.97035344389302,11230
178,179,0.0713808644377,0.000183893478476,Old Astoria,179,Queens,40.771420144294076,-73.9277807560141,11102
179,180,0.0805277671523,0.000247682193353,Ozone Park,180,Queens,40.67507747361382,-73.84834282015188,11417
180,181,0.0895372399547,0.000306890292807,Park Slope,181,Brooklyn,40.67193520950547,-73.98281953462353,11215
181,182,0.0393606369479,9.10644156732e-05,Parkchester,182,Bronx,40.83773100094664,-73.85808184206338,10462
182,183,0.0398262960348,9.51929451066e-05,Pelham Bay,183,Bronx,40.8495445650458,-73.83148806764527,10461
183,184,0.260815683043,0.00198883363103,Pelham Bay Park,184,Bronx,40.863917294675375,-73.79975802833549,10464
184,185,0.0861619681636,0.000228537100218,Pelham Parkway,185,Bronx,40.85347482675,-73.85245596252103,10461
185,186,0.0246963902234,3.70729416953e-05,Penn Station/Madison Sq West,186,Manhattan,40.748496373544775,-73.9924341343755,10001
186,187,0.126868431324,0.000421195755741,Port Richmond,187,Staten Island,40.625698473830006,-74.13743527576136,10302
